"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Ringstrasse                                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","poiadmin","","","","0_",";NULL","0","0","Spielplatz","","Allenmoos (Freibad)                                                   ","","10695.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8057","sp182","","1","","Spiel- und Liegewiese, Schwingwippe, Federwippe, Korbschaukel, Drehkletterturm, Sandspielgeräte, Balkenwippe, Brettschaukel, Kletteranlage mit Rutsche, Sitzbänke, Spielanlage                                                                            ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Ringstrasse                                                           ","https://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Ringstrasse 75","182","JA","0 - 9 Jahre","Schwingwippe, Federwippe, Korbschaukel, Drehkletterturm, Sandspielgeräte, Balkenwippe, Brettschaukel, Kletteranlage mit Rutsche","","Sitzbänke","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0182","POINT Z (2683062 1251033 0)"
"","Seestrasse 119                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Belvoirpark                                                           ","","10717.0000000000","","","","","","","","","","","","","","","","8002","sp079","","1","","Hartplatz, Rotationsgerät, Sandbereich, Federwippe, Brettschaukel, Bockrutsche, Sitzbänke, historische Parkanlage                                                                                                                                         ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","79","JA","0 - 5 Jahre","Rotationsgerät, Sandbereich, Federwippe, Brettschaukel, Bockrutsche","","Sitzbänke","historische Parkanlage","Spielplatz","Hartplatz","0079","POINT Z (2682664.8 1245835.1 0)"
"","Wolfbachtobelweg                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Wolfbachtobel                                                         ","","10718.0000000000","","","","","","","","","","","","","","","","8032","sp048","","1","","Spiel- und Liegewiese, Schotterrasen, Seilanlage, Spiegel, Brettschaukel, Hangrutsche, Seilkletteranlage, Sitzbänke, Blockhütte, Liegerost, Ausflugsziel, Bach                                                                                            ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","48","JA","0 - 9 Jahre","Seilanlage, Spiegel, Brettschaukel, Hangrutsche, Seilkletteranlage","","Sitzbänke, Blockhütte, Liegerost","Familienausflugsziel an einem Bachtobel mit Blockhütte","Spielplatz","Spiel- und Liegewiese, Schotterrasen","0048","POINT Z (2684842 1247391.9 0)"
"","Untere Zäune                                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Untere Zäune                                                          ","","10719.0000000000","","","","","","","","","","","","","","","","8001","sp047","","1","","Kleiner Kiesplatz mit Sitzmöglichkeiten, Brettschaukel, Sandbereich, Karussell, Balanciergerät, Hüpfteller, Klettergerät, Tischtennistisch, Sitzbänke, eingezäunter Kleinkinderspielbereich, Baumbestand                                                  ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","47","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Karussell, Balanciergerät, Hüpfteller, Klettergerät, Tischtennistisch","","Sitzbänke","eingezäunter Kleinkinderspielbereich unter altem Baumbestand","Spielplatz","Kleiner Kiesplatz mit Sitzmöglichkeiten","0047","POINT Z (2683603 1247383.9 0)"
"","Kantstrasse                                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kirche Fluntern                                                       ","","10720.0000000000","","","","","","","","","","","","","","","","8044","sp046","","1","","Spiel- und Liegewiese, Pumpen, Brettschaukel, Sandbereich, Sitzbänke, Brunnen                                                                                                                                                                             ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","46","JA","0 - 5 Jahre","Pumpen, Brettschaukel, Sandbereich","","Sitzbänke, Brunnen","ruhig, schön gelegene Anlage","Spielplatz","Spiel- und Liegewiese","0046","POINT Z (2684406.2 1247912 0)"
"","Stöckenhaldenweg                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Buchholz                                                              ","","10725.0000000000","","","","","","","","","","","","","","","","8053","sp053","","1","","Spiel- und Liegewiese, Spielhügel, Waldspielplatz, Findlinge, Federwippe, Sandbereich,  Pumpen, Schwingwippe, Brettschaukel,  Kletterelement, Hangrutsche, Riesenschaukel, Kletteranlage, Tischtennistisch, WC, Sitzbänke, Feuerstellen, Ausflugsziel     ","+41 44 381 01 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","53","JA","0 - 16 Jahre","Findlinge, Federwippe, Sandbereich,  Pumpen, Schwingwippe, Brettschaukel,  Kletterelement, Hangrutsche, Riesenschaukel, Kletteranlage mit Rutsche, Tischtennistisch","","WC, Sitzbänke, Feuerstellen","beliebtes Ausflugsziel","Spielplatz","Spiel- und Liegewiese, Spielhügel, Waldspielplatz","0053","POINT Z (2686554 1246249.4 0)"
"","Minervastrasse                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Artergut                                                              ","","10726.0000000000","","","","","","","","","","","","","","","","8032","sp052","","1","","Spiel- und Liegewiese, Spielhügel, Planschbecken, Kletteranlagen mit Rutschen, Brettschaukel, Federwippe, Sandbereich,  Spielhaus, Wasserspiel, Kletteranlage mit Rutsche, Sitzbänke, Baumbestand                                                         ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","52","JA","0 - 16 Jahre","Kletteranlagen mit Rutschen, Brettschaukel, Federwippe, Sandbereich,  Spielhaus, Wasserspiel, Kletteranlage mit Rutsche","","Sitzbänke","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese, Spielhügel, Planschbecken","0052","POINT Z (2684324.5 1246743.6 0)"
"","Hohe Promenade                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hohe Promenade                                                        ","","10727.0000000000","","","","","","","","","","","","","","","","8001","sp051","","1","","Kleinkinderspielplatz, Sitzkarussell, Brettschaukel, Federwippe, Rutsche, Sandbereich, Sitzbänke, Brunnen, eingefriedeter Kleinkinderspielplatz                                                                                                           ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","51","JA","0 - 5 Jahre","Sitzkarussell, Brettschaukel, Federwippe, Rutsche, Sandbereich","","Sitzbänke, Brunnen","eingefriedeter Kleinkinderspielplatz","Spielplatz","Kleinkinderspielplatz","0051","POINT Z (2683852.5 1246918.1 0)"
"","Glattalstrasse                                                        ","","","","","Grün Stadt Zürich","202009151601","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Seebach (Freibad)                                                     ","","10728.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8052","sp181","","1","","Spiel- und Liegewiese, Brettschaukel, Rotationsgerät, Wasserförderanlage, Wasserspiel, Sitzbänke, Spielanlage                                                                                                                                             ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Glattalstrasse                                                        ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Ausserdorfstrasse 1b","181","JA","0 - 9 Jahre","Brettschaukel, Rotationsgerät, Wasserförderanlage, Wasserspiel","","Sitzbänke","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0181","POINT Z (2683684 1253218 0)"
"6","Eigenheimstrasse / Heimatstrasse 6","Eigenheimstrasse / Heimatstrasse","","","","Grün Stadt Zürich","202103041704","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Spielplatz;NULL","1","0","Spielplatz","","Eigenheimstrasse / Heimatstrasse","","10731.0000000000","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","","sp9576","","1","","","+41 44 412 46 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Eigenheimstrasse / Heimatstrasse 6","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Heimatstrasse 6","","","Spielplatznummer: 171","","","","","","","0167","POINT Z (2684271 1245396 0)"
"","Holunderweg                                                           ","","","","","Grün Stadt Zürich","202009151537","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Birchwald                                                             ","","10732.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp123","","1","","Spiel- und Liegewiese, kleiner Wald, Drehteller, Balanciergerät, Hängematte, Brettschaukel, Tischtennistisch, Sitzbänke, Baumbestand                                                                                                                      ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Holunderweg                                                           ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Aehrenweg 1","123","JA","0 - 16 Jahre","Drehteller, Balanciergerät, Hängematte, Brettschaukel, Tischtennistisch","","Sitzbänke","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese, kleiner Wald","0123","POINT Z (2682779 1251481 0)"
"","Einfang-/Wehntalerstrasse 447                                         ","","","Der Spielplatz Im Einfang ist temporär geschlossen und wird nach der Bachöffnung neu gebaut (Herbst Winter 2020).","","Grün Stadt Zürich","202009100757","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","1","0","Spielplatz","","Im Einfang                                                            ","","10733.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8046","sp122","","0","","Spiel- und Liegewiese, Kletteranlage mit Rutsche, Sandbereich, Brettschaukel, Matschtisch, Sitzbänke, Brunnen                                                                                                                                             ","+41 44 371 05 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Einfang-/Wehntalerstrasse 447                                         ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Einfangstrasse 10a","122","JA","0 - 5 Jahre","Kletteranlage mit Rutsche, Sandbereich, Brettschaukel, Matschtisch","","Sitzbänke, Brunnen","Kleine Parkanlage","Spielplatz","Spiel- und Liegewiese","0122","POINT Z (2681074 1252264 0)"
